instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
245048836,957222,77REC27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245049092,957223,825KMPL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245049604,957225,762PFCL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245050372,957228,875CFSER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245051396,957232,925ERCS27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245051652,957233,774PGCIL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245051908,957234,774PGCIL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245052164,957235,774PGCIL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245052420,957236,774PGCIL31,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245052676,957237,774PGCIL32,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245054980,957246,975ERFLPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245056772,957253,935AFS27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245063684,957280,88IFSLPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245089540,957381,845SFIL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245090564,957385,925EFCL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245092612,957393,775NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245094916,957402,794NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245096708,957409,845IIL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245104900,957441,91ABHF26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245105156,957442,91ABHF26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245105412,957443,91ABHF26B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245105668,957444,899ABHF26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245105924,957445,85ABHF27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245106180,957446,85ABHF27A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245110532,957463,10ERFLPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245111812,957468,842HDB28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245127940,957531,871ABCL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245130756,957542,885ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245131012,957543,89ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245132548,957549,89ABCL26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245149444,957615,8ABCL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245155332,957638,910ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245155588,957639,910ABCL26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245155844,957640,910ABCL26B,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245156100,957641,910ABCL26C,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245156356,957642,897ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245156612,957643,895ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245156868,957644,890ABCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245157124,957645,890ABCL26A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245157380,957646,825ABCL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245157636,957647,850ABCL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245158148,957649,87ABCLPERP,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245159940,957656,873YES28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245163524,957670,843SCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245163780,957671,12MFL99,,0.0,,0.0,0.01,2,EQ,BSE,BSE
245166084,957680,845HDB28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245166852,957683,843SCL28A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245168644,957690,822NABAR28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245168900,957691,828NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245178116,957727,865ILFS28,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
245182468,957744,82NABARD28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245182980,957746,9ILFSPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245187588,957764,865ILFS28A,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
245187844,957765,865ILFS28B,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
245189124,957770,9SFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245193732,957788,809REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245194244,957790,785PFCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245196548,957799,801REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245197060,957801,806REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245198852,957808,1015UPPC26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245199108,957809,1015UPPC27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245199364,957810,1015UPPC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245202948,957824,10PFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245205764,957835,9SFL28A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245206276,957837,885SFIL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245208068,957844,88SCL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245216516,957877,853MMFSL33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245219588,957889,10FEL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245223684,957905,890IFSL28,,0.0,,0.0,0.01,1000,EQ,BSE,BSE
245227780,957921,880SFIL28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245228548,957924,95TLOPL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245230596,957932,9ILFSL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245235460,957951,875ISPDL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245238276,957962,910ILFSL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245240068,957969,953IEDCL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245242116,957977,918MRHFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245244932,957988,935CFSER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245252100,958016,105JKBLPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245252356,958017,871WTGL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245253124,958020,855NHAI48,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245254404,958025,JFCZC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245260036,958047,915ILFSL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245283332,958138,905HFSL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245287940,958156,855REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245290244,958165,940MRHFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245290500,958166,980SCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245292036,958172,940HDB99,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245293572,958178,1032APCR26,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245293828,958179,1032APCR27,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245294084,958180,1032APCR28,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245296900,958191,863REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245302532,958213,9507JFHL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245304068,958219,775IGT28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245307396,958232,847NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245310724,958245,985ECL28A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245310980,958246,91164YES28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245313796,958257,915HFSLPER,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245314052,958258,1270SML26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245318404,958275,EELNIFT28,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245319172,958278,87RECL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245325828,958304,1015FEL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245326340,958306,2EARCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245326596,958307,895PFC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245327620,958311,905RIL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245327876,958312,905HDFCB28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245332996,958332,892NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245334532,958338,91LTF28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245337348,958349,911BFL33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245338372,958353,9HDFCB28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245338628,958354,895RIL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245339140,958356,860HUDCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245341188,958364,854REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245346564,958385,97HFSL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245348612,958393,867PFCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245348868,958394,864PFCL33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245349636,958397,856REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245350148,958399,852HUDCO28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245351940,958406,9HDFCB28A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245352964,958410,93SCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245353220,958411,1075ECL25,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245355012,958418,845IRFC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245355268,958419,837REC28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245358852,958433,976ABCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245360132,958438,865RIL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245361924,958445,99EARCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245362436,958447,1051SFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245366532,958463,927PFL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245366788,958464,851NABAR33,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245367300,958466,866HDFCB28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245367556,958467,1250AFPL25,,0.0,,0.0,0.01,10000,EQ,BSE,BSE
245367812,958468,818NABAR28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245368068,958469,860ABL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245372676,958487,915ABCL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245373188,958489,844HBL28,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245376516,958502,106FEL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245379588,958514,895BFL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245380612,958518,84IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245381636,958522,83NTPCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245381892,958523,851IREDA29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245383940,958531,837NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245385732,958538,2EARCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245385988,958539,836PGCIL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245386244,958540,88REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245386756,958542,91SCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245389060,958551,847IREDA29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245389572,958553,829NABAR29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245392644,958565,849NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245393412,958568,854NABAR34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245393668,958569,838HUDCO29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245395204,958575,955SCPSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245398276,958587,824PGCIL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245398532,958588,858HUDC29A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245400580,958596,875PFCL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245401348,958599,89922IGT29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245403396,958607,98359TSL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245403908,958609,9855IRT3A2,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245404164,958610,9855IRT3A3,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245404676,958612,9855IRT4A2,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245404932,958613,855IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245405188,958614,92171LTH34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245405700,958616,923IREDA29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245406212,958618,85NABARD29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245408004,958625,10025IRTA2,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245409028,958629,86REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245412100,958641,841HUDCO29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245413380,958646,862NABAR34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245413636,958647,95109PFL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245415684,958655,837HUDCO29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245416708,958659,835IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245417220,958661,83REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245417988,958664,91PFCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245419012,958668,1028NIDO29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245420292,958673,827NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245420548,958674,855HDFCB29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245420804,958675,897REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245422084,958680,8179NHAI49,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245423364,958685,1083CIFPER,,0.0,,0.0,0.01,2,EQ,BSE,BSE
245423876,958687,825KMBL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245425156,958692,830IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245426180,958696,898PFCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245436932,958738,823IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245439236,958747,885REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245442308,958759,87929PFC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245443588,958764,1287AFPL26,,0.0,,0.0,0.01,10000,EQ,BSE,BSE
245445636,958772,88RECL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245447428,958779,836NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245449732,958788,1088CIFPER,,0.0,,0.0,0.01,2,EQ,BSE,BSE
245449988,958789,9ABCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245451524,958795,885PFCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245454340,958806,809NLCIL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245454596,958807,792NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245455620,958811,894ABHF29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245456388,958814,895ABCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245458180,958821,912CFSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245460740,958831,1164MECL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245461508,958834,885HFSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245462532,958838,795IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245463044,958840,899SCPSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245463556,958842,FELXXVIB27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245464580,958846,830REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245465860,958851,780NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245469700,958866,865ABCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245472004,958875,785IRFC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245472772,958878,1427SML26,,0.0,,0.0,0.01,100000,EQ,BSE,BSE
245473028,958879,732NTPC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245474308,958884,885CFS29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245475076,958887,975JFCSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245475588,958889,2EARC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245476612,958893,899KFC26,,0.0,,0.0,0.01,4,EQ,BSE,BSE
245477380,958896,734PGCIL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245477636,958897,734PGCIL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245480708,958909,754IRFC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245481220,958911,1427SML26A,,0.0,,0.0,0.01,100000,EQ,BSE,BSE
245481476,958912,848MMFSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245481732,958913,87CFSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245482500,958916,1023CGCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245484036,958922,815PFCL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245485572,958928,791HDFCB29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245488132,958938,748IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245489668,958944,818REC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245489924,958945,87HDBPERP,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245492228,958954,748IRFC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245494532,958963,1023GHMC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245495812,958968,1145MECL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245496836,958972,75IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245498372,958978,775BOB24,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245498884,958980,825PFCL34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245499140,958981,77NHAI29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245499396,958982,829REC34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245501188,958989,875THDC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245502724,958995,842LTF29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245504004,959000,825REC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245506052,959008,90802IOB19,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245507076,959012,8IREDA29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245508868,959019,FFSPLZC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245511940,959031,739AIAH29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245512452,959033,783NABAR34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245512708,959034,879JSL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245513220,959036,741IOCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245514500,959041,805HDFCB29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245514756,959042,88LTF29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245515012,959043,1285AFSL26,,0.0,,0.0,0.01,100000,EQ,BSE,BSE
245515524,959045,739AIAH29A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245517316,959052,755IRFC29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245519108,959059,749PGCIL29,,0.0,,0.0,0.01,4,EQ,BSE,BSE
245519364,959060,749PGCIL34,,0.0,,0.0,0.01,3,EQ,BSE,BSE
245523972,959078,75NABARD34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245526276,959087,87HFSLPERP,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245528580,959096,13VRKPL44,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245530372,959103,78NHAI2034,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245532676,959112,10CIFPERP,,0.0,,0.0,0.01,2,EQ,BSE,BSE
245534468,959119,778NABAR34,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245535236,959122,14SHFL2026,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245536260,959126,155SCNL26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245538308,959134,NWFLNIFT26,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245539332,959138,815PNB29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245542148,959149,793PFCL29,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245543172,959153,757NABAR35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245543684,959155,789REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245544708,959159,755IRFC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245544964,959160,738PGCIL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245545476,959162,7MRP130120,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245551876,959187,FBRT126,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245552644,959190,738NHPC26,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245552900,959191,738NHPC27,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245553156,959192,738NHPC28,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245553412,959193,738NHPC29,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245553668,959194,73NHPCL20,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245554180,959196,8LTF0820,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245554692,959198,784BOB35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245556484,959205,8.9JSWSL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245556740,959206,786PFCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245557252,959208,815ABCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245557764,959210,754NHAI30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245558020,959211,9MRHFL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245558532,959213,7REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245559300,959216,8LTF20,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245561604,959225,790BFL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245562116,959227,765ABL27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245562372,959228,7NABARD30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245562628,959229,8BHFL35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245562884,959230,EARCL31120,,0.0,,0.0,0.01,10,EQ,BSE,BSE
245564676,959237,736NLCIL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245568004,959250,775MRPL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245574404,959275,727NABAR30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245576708,959284,713NHPCL26,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245576964,959285,713NHPCL27,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245577220,959286,713NHPCL28,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245577476,959287,713NHPCL29,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245577732,959288,713NHPCL30,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245579780,959296,727NHAI35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245580292,959298,741PFCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245582596,959307,76BFL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245582852,959308,74HDFCB30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245583620,959311,92VL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245584132,959313,714REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245584644,959315,85TML26,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245584900,959316,85TML27,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245585924,959320,11MECL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245586180,959321,708IRFC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245587204,959325,775MMFS30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245590532,959338,741PFCL30A,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245590788,959339,75REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245594116,959352,74IREDA30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245594372,959353,77BHFL35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245594628,959354,703HPCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245594884,959355,6NABARD30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245598468,959369,752NHAI36,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245600772,959378,689NHPCL26,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245601028,959379,689NHPCL27,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245601284,959380,689NHPCL28,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245601540,959381,689NHPCL29,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245601796,959382,689NHPCL30,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245602820,959386,825REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245605892,959398,782NHAI35,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245609220,959411,1425EPDP30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245609476,959412,15EPDPL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245614340,959431,735NHAI30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245614596,959432,85APSEZ30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245620740,959456,68NHPC26,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245620996,959457,68NHPCL27,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245621252,959458,68NHPCL28,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245621508,959459,68NHPCL29,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245621764,959460,68NHPCL30,,0.0,,0.0,0.01,5,EQ,BSE,BSE
245622020,959461,755REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245625092,959473,74PFCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245626372,959478,768PFCL30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245627908,959484,774IREDA30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245629188,959489,779REC30,,0.0,,0.0,0.01,1,EQ,BSE,BSE
245630212,959493,1275FSBF26,,0.0,,0.0,0.01,100000,EQ,BSE,BSE
245630980,959496,8IHFCL30,,0.0,,0.0,0.01,2,EQ,BSE,BSE
