Symbol,Name,Sector,Industry,ISIN,IPO_Date,Market_Cap_Cr,EBITDA_Cr,Revenue_TTM_Cr,Gross_Profit_TTM_Cr,PE_Ratio,PEG_Ratio,Book_Value,EPS,Revenue_Per_Share,Dividend_Share,Dividend_Yield_%,Profit_Margin_%,Operating_Margin_%,ROE_%,ROA_%,BS_Years,BS_Quarters,IS_Years,CF_Years
MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets,INE903D01011,None,2503.11,0.0,327.56,300.58,15.97,0.0,101.55,19.67,0.0,0.0,0.0,47.16,61.51,26.13,14.61,20,39,20,20
MONTECARLO,Monte Carlo Fashions Limited,Consumer Cyclical,Apparel Manufacturing,INE950M01013,None,1367.89,191.04,1112.94,535.84,17.5,0.0,402.5,37.68,0.0,0.0,0.0,7.03,-15.22,9.97,4.89,16,47,16,14
MORARJEE,Morarjee Textiles Limited,Consumer Cyclical,Textile Manufacturing,INE161G01027,None,34.24,-22.39,32.83,6.25,0.0,0.0,-132.03,-44.94,0.0,0.0,0.0,0.0,-133.96,-238.06,-5.79,21,35,21,20
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE083A01026,None,2659.21,165.45,1800.94,620.17,28.7,0.0,19.92,1.69,0.0,0.0,0.0,5.14,4.55,11.6,6.65,21,42,21,21
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,Technology,Semiconductor Equipment & Materials,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4
MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts,INE775A01035,None,111603.23,9983.83,114384.63,50363.63,32.7,0.0,33.05,3.17,0.0,0.57,0.54,2.9,4.32,12.69,4.55,21,55,21,21
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets,INE338I01027,None,56291.74,0.0,7518.24,6185.48,20.67,0.0,184.87,45.36,0.0,0.0,0.0,37.0,58.14,25.21,7.62,20,56,20,20
MOTISONS,Motisons Jewellers Ltd,Consumer Cyclical,Luxury Goods,INE0FRK01020,None,1784.94,70.8,460.45,91.86,0.0,0.0,4.08,-0.15,0.0,0.0,0.0,9.74,14.14,11.64,8.45,9,13,9,9
MOTOGENFIN,The Motor & General Finance Limited,Real Estate,Real Estate Services,INE861B01023,None,102.77,2.04,9.85,9.85,138.16,0.0,22.48,0.19,0.0,0.0,0.0,7.27,13.03,1.06,0.37,21,54,21,21
MPHASIS,MphasiS Limited,Technology,Information Technology Services,INE356A01018,None,53606.08,2529.12,14540.01,6272.16,30.86,2.4,535.83,91.31,0.0,57.0,2.04,11.96,15.3,17.9,9.03,22,55,22,22
MPSLTD,MPS Limited,Communication Services,Publishing,INE943D01017,None,3702.34,223.43,732.45,411.92,23.41,0.0,282.17,93.21,0.0,0.0,0.0,21.61,23.23,31.74,16.02,21,53,21,21
MRF,MRF Limited,Consumer Cyclical,Auto Parts,INE883A01011,None,65194.85,3946.41,28650.28,9897.76,36.23,0.0,43593.11,4242.67,0.0,0.0,0.0,6.28,8.37,10.62,5.57,21,42,21,21
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil & Gas Refining & Marketing,INE103A01014,None,26162.79,1875.94,88790.83,5068.84,0.0,0.0,74.0,-1.64,0.0,0.0,0.0,-0.32,-0.96,0.43,1.69,22,61,22,22
MSPL,MSP Steel & Power Limited,Basic Materials,Steel,INE752G01015,None,2102.2,135.03,2844.11,553.88,0.0,0.0,17.27,-0.49,0.0,0.0,0.0,-0.61,4.39,-3.63,3.16,20,44,20,20
MSTCLTD,Mstc Limited,Industrials,Conglomerates,INE255X01014,None,3789.63,261.63,395.88,395.88,9.24,0.0,104.92,58.23,0.0,0.0,0.0,103.61,77.02,50.03,7.18,12,29,12,12
MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts,INE0FS801015,None,30724.49,1020.05,9586.41,3319.87,50.91,0.0,2.54,0.91,0.0,0.0,0.0,6.26,7.86,35.9,14.89,5,19,5,5
MTARTECH,Mtar Technologies Limited,Industrials,Specialty Industrial Machinery,INE864I01014,None,6005.2,132.79,704.32,357.58,101.31,0.0,236.92,19.27,0.0,0.0,0.0,8.42,12.78,7.53,5.18,9,22,9,9
MTEDUCARE,MT Educare Limited,Consumer Defensive,Education & Training Services,INE472M01018,None,13.94,-2.09,43.38,4.11,0.0,0.0,-0.25,-4.6,0.0,0.0,0.0,-76.53,-61.81,-224.38,-2.27,15,54,15,15
MTNL,Mahanagar Telephone Nigam Limited,Communication Services,Telecom Services,INE153A01019,None,2719.71,78.6,579.91,-102.91,0.0,0.0,-427.29,-55.51,0.0,0.0,0.0,0.0,-287.94,0.0,-2.46,27,84,27,27
MUFIN,Mufin Green Finance Ltd,Financial Services,Credit Services,INE08KJ01020,None,1506.24,0.0,94.52,74.76,80.48,0.0,16.49,1.08,0.0,0.0,0.0,19.7,19.08,0.0,0.0,9,29,9,9
MUFTI,Credo Brands Marketing Limited,Consumer Cyclical,Apparel Retail,INE220Q01020,None,728.23,187.21,614.23,355.06,11.08,0.0,63.15,9.97,0.0,0.0,0.0,10.57,10.69,18.19,9.4,5,13,5,5
MUKANDLTD,Mukand Limited,Basic Materials,Steel,INE304A01026,None,1964.11,256.56,4760.71,1777.08,24.35,0.0,65.72,5.58,0.0,0.0,0.0,1.69,2.91,8.19,4.41,21,36,21,21
MUKKA,Mukka Proteins Limited,Consumer Defensive,Packaged Foods,INE0CG401037,None,805.72,95.84,1004.69,230.97,18.15,0.0,14.6,1.46,0.0,0.0,0.0,4.36,6.61,11.12,5.04,7,15,7,7
MUKTAARTS,Mukta Arts Limited,Communication Services,Entertainment,INE374B01019,None,155.43,5.73,164.68,124.02,0.0,0.0,-19.66,-7.37,0.0,0.0,0.0,-10.09,-15.86,85.54,-3.93,20,45,20,20
MUNJALAU,Munjal Auto Industries Limited,Consumer Cyclical,Auto Parts,INE672B01032,None,993.08,80.74,2047.47,596.96,24.5,0.0,41.57,4.05,0.0,0.0,0.0,1.98,2.7,9.31,2.97,21,59,21,21
MUNJALSHOW,Munjal Showa Limited,Consumer Cyclical,Auto Parts,INE577A01027,None,554.45,9.67,1225.73,264.07,21.92,0.0,168.64,6.31,0.0,0.0,0.0,2.06,-0.39,4.31,0.37,20,53,20,20
MURUDCERA,Murudeshwar Ceramics Limited,Industrials,Building Products & Equipment,INE692B01014,None,262.22,33.84,205.54,147.78,26.57,0.0,61.45,1.63,0.0,0.0,0.0,4.79,10.17,2.69,2.25,20,53,20,20
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Credit Services,INE296G01013,None,452.88,0.0,226.93,226.93,14.94,0.0,399.66,18.4,0.0,0.0,0.0,13.34,-13.52,7.21,1.55,19,57,19,19
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Credit Services,INE414G01012,None,130180.17,0.0,13145.62,13145.62,21.06,0.0,756.08,153.96,0.0,26.0,0.81,47.05,70.5,21.57,4.84,20,46,20,20
MUTHOOTMF,Muthoot Microfin Limited,Financial Services,Credit Services,INE046W01019,None,2791.84,0.0,455.95,429.95,0.0,0.0,157.06,-19.68,0.0,0.0,0.0,-72.28,5.87,-8.19,-1.98,12,21,12,12
MVGJL,Manoj Vaibhav Gems 'N' Jewellers Limited,Consumer Cyclical,Luxury Goods,INE0KNT01012,None,914.67,165.07,2393.9,312.15,9.1,0.0,147.25,20.32,0.0,0.0,0.0,4.15,6.39,15.03,6.74,8,13,8,8
NACLIND,NACL Industries Limited,Basic Materials,Agricultural Inputs,INE295D01020,None,4155.6,-20.02,1357.87,377.35,0.0,0.0,21.44,-2.93,0.0,0.0,0.0,-4.29,6.85,-19.64,-3.73,20,48,20,20
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs,INE454M01024,None,302.02,-48.43,-167.86,-184.69,0.0,0.0,-15.51,-0.57,0.0,0.0,0.0,0.0,-690.4,-568.66,-8.03,21,41,21,21
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,Capital Markets,INE245I01016,None,37.74,30.8,55.9,36.2,2.12,0.0,16.75,14.09,0.0,0.0,0.0,31.81,52.33,116.68,15.84,19,55,19,18
NAGREEKEXP,Nagreeka Exports Limited,Consumer Cyclical,Textile Manufacturing,INE123B01028,None,101.28,24.72,447.72,104.44,37.57,0.0,51.78,0.86,0.0,0.0,0.0,0.6,4.92,2.11,3.06,20,60,20,20
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets,INE049I01012,None,493.65,33.48,43.33,43.33,9.84,0.0,934.17,29.64,0.0,0.0,0.0,114.5,80.0,3.21,1.31,18,46,17,17
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Cyclical,Textile Manufacturing,INE289A01011,None,507.41,125.67,1564.24,476.04,23.26,0.0,228.92,5.05,0.0,0.0,0.0,1.39,4.63,1.89,2.59,21,48,21,21
NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers,INE308A01027,None,749.07,88.99,694.92,186.02,13.08,0.0,325.92,23.3,0.0,0.0,0.0,8.25,9.99,5.92,2.86,19,49,19,17
NAHARSPING,Nahar Spinning Mills Limited,Consumer Cyclical,Textile Manufacturing,INE290A01027,None,743.34,164.8,3282.96,762.67,36.29,0.0,390.72,5.68,0.0,0.0,0.0,0.66,4.22,0.83,1.35,19,53,19,19
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management,INE298J01013,None,55824.37,1795.12,2637.57,2188.5,41.75,0.0,66.38,21.0,0.0,0.0,0.0,51.19,69.85,31.39,23.5,13,37,13,13
NARMADA,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs,INE117Z01011,None,104.59,5.31,64.5,9.92,25.53,0.0,21.54,1.08,0.0,0.0,0.0,6.34,11.43,11.23,7.06,13,33,12,12
NATCOPHARM,Natco Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE987B01026,None,14539.21,1962.5,4395.8,3653.2,8.56,0.0,424.69,94.8,0.0,5.0,0.61,38.62,38.63,27.97,15.78,21,56,21,21
NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs,INE448G01010,None,321.07,51.54,404.73,252.28,7.92,0.0,496.02,21.32,0.0,0.0,0.0,10.51,13.15,6.07,3.02,14,53,14,13
NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum,INE139A01034,None,39867.77,8146.64,17738.47,12317.39,6.96,0.0,96.98,31.18,0.0,10.5,4.84,32.3,34.5,32.73,20.38,22,49,22,22
NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information,INE663F01024,None,89635.32,975.77,2963.71,1595.59,87.18,0.0,539.32,15.87,0.0,0.0,0.0,34.59,29.54,3.83,1.38,21,35,21,21
NAVA,Nava Bharat Ventures Limited,Industrials,Conglomerates,INE725A01022,None,18040.47,1826.62,3954.4,2175.05,17.42,0.0,268.95,36.33,0.0,6.0,0.94,26.4,41.72,16.19,8.81,21,41,21,20
NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals,INE048G01026,None,23423.67,640.32,2551.1,1409.64,64.07,0.0,529.59,71.36,0.0,0.0,0.0,13.9,23.65,11.52,5.81,19,34,19,19
NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics,INE278M01019,None,1793.14,26.9,509.53,60.58,0.0,0.0,128.12,-1.98,0.0,0.0,0.0,-5.85,4.91,-2.32,-1.14,14,45,14,14
NAVNETEDUL,Navneet Education Limited,Communication Services,Publishing,INE060A01024,None,3474.37,477.32,2145.72,999.41,15.58,0.0,83.15,10.08,0.0,0.0,0.0,40.43,26.45,50.75,7.7,21,38,21,21
NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia,INE418L01021,None,10030.22,145.43,1872.6,1274.92,76.36,0.0,84.77,3.48,0.0,0.0,0.0,4.87,-3.42,2.24,0.62,13,24,13,13
NBCC,NBCC (India) Limited,Industrials,Engineering & Construction,INE095N01031,None,30407.4,838.1,12287.22,1325.33,53.89,0.0,9.16,2.09,0.0,0.0,0.0,4.63,4.29,21.93,3.93,23,65,23,23
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,Capital Markets,INE365I01020,None,787.64,10.82,14.0,14.0,93.24,0.0,11194.03,28.59,0.0,0.5,0.02,60.04,-70.45,0.3,0.23,20,55,20,20
NCC,NCC Limited,Industrials,Engineering & Construction,INE868B01028,None,13253.84,1891.95,21850.37,3386.95,16.53,0.0,116.65,12.77,0.0,0.0,0.0,3.67,7.74,12.13,5.44,21,51,21,21
NCLIND,NCL Industries Limited,Basic Materials,Building Materials,INE732C01016,None,935.82,145.23,1394.42,689.47,28.62,0.0,183.19,7.23,0.0,0.0,0.0,2.35,12.29,2.95,2.91,21,53,21,21
NDGL,Naga Dhunseri Group Limited,Financial Services,Capital Markets,INE756C01015,None,387.7,0.0,0.0,0.0,10.41,0.0,0.0,372.26,0.0,0.0,0.0,0.0,0.0,1290.4,0.0,16,47,16,16
NDL,Nandan Denim Limited,Consumer Cyclical,Textile Manufacturing,INE875G01048,None,465.6,133.52,3872.73,410.42,1.25,0.0,4.29,2.58,0.0,0.0,0.0,0.96,1.99,5.56,3.82,20,53,20,20
NDLVENTURE,NDL Ventures Limited,Communication Services,Entertainment,INE353A01023,None,297.36,0.0,-0.23,-0.23,427.5,0.0,17.16,0.2,0.0,0.0,0.0,0.0,-72.23,0.96,-3.61,4,3,4,4
NDRAUTO,Ndr Auto Components Limited,Consumer Cyclical,Auto Parts,INE07OG01012,None,2530.24,71.6,726.69,175.89,44.79,0.0,127.1,23.22,0.0,0.0,0.0,7.61,8.16,19.16,8.1,7,24,7,7
NDTV,New Delhi Television Limited,Communication Services,Broadcasting,INE155G01029,None,935.82,-202.51,478.76,95.76,0.0,0.0,9.11,-29.53,0.0,0.0,0.0,-50.07,-61.32,-125.98,-20.44,22,75,24,23
NECCLTD,North Eastern Carrying Corporation Limited,Industrials,Trucking,INE553C01016,None,203.5,19.67,320.19,36.29,24.52,0.0,22.4,0.83,0.0,0.0,0.0,2.61,6.81,4.97,3.67,18,56,18,18
NECLIFE,Nectar Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE023H01027,None,327.42,-128.79,1591.79,197.58,0.0,0.0,42.63,-8.02,0.0,0.0,0.0,-11.3,-27.94,-11.23,-2.62,20,43,20,20
NELCAST,Nelcast Limited,Industrials,Metal Fabrication,INE189I01024,None,1094.04,95.68,1283.45,714.81,26.09,0.0,63.55,4.82,0.0,0.0,0.0,3.26,6.57,6.92,3.45,21,44,21,21
NELCO,NELCO Limited,Technology,Communication Equipment,INE045B01015,None,2071.49,30.41,305.8,216.91,295.55,0.0,56.05,2.98,0.0,0.0,0.0,2.21,4.05,7.58,4.38,22,56,22,22
NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals,INE136S01016,None,3956.74,140.46,784.34,355.91,117.87,0.0,298.07,12.7,0.0,0.0,0.0,4.29,13.78,4.49,4.23,12,29,12,12
NESCO,Nesco Limited,Industrials,Conglomerates,INE317F01035,None,9829.16,570.63,892.72,785.45,24.49,0.0,373.18,56.97,0.0,0.0,0.0,44.99,57.64,15.23,10.99,20,46,20,20
NESTLEIND,Nestle India Limited,Consumer Defensive,Packaged Foods,INE239A01024,None,226726.46,4599.2,20430.85,11296.46,72.64,0.0,20.8,16.12,0.0,12.12,1.03,15.21,18.51,87.27,23.14,21,56,21,21
NETWEB,Netweb Technologies India Limited,Technology,Computer Hardware,INE0NT901020,None,24706.75,183.08,1300.92,303.78,189.2,0.0,93.38,23.05,0.0,0.0,0.0,9.97,13.77,24.02,12.34,7,14,7,7
NETWORK18,Network18 Media & Investments Limited,Communication Services,Entertainment,INE870H01013,None,8001.43,-297.99,4214.86,1167.09,0.0,0.0,30.76,-9.23,0.0,0.0,0.0,-33.54,-6.4,-10.76,-1.46,19,56,19,19
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE794A01010,None,20311.0,232.52,1329.99,639.6,114.73,0.0,1188.48,137.98,0.0,0.0,0.0,13.24,4.88,18.53,8.26,20,45,20,20
NEWGEN,Newgen Software Technologies Limited,Technology,Software - Infrastructure,INE619B01017,None,12401.0,356.48,1492.82,744.29,40.01,0.0,108.15,22.07,0.0,0.0,0.0,21.26,11.21,23.01,11.52,13,33,13,13
NEXTMEDIA,Next Mediaworks Limited,Communication Services,Broadcasting,INE747B01016,None,45.49,-2.43,30.33,12.03,0.71,0.0,-3.74,9.54,0.0,0.0,0.0,210.16,-27.53,0.0,-12.09,20,56,20,20
NFL,National Fertilizers Limited,Basic Materials,Agricultural Inputs,INE870D01012,None,4601.13,587.96,18236.89,2481.88,29.96,0.0,55.41,3.13,0.0,0.0,0.0,0.84,-0.21,6.98,1.43,20,52,20,20
NGIL,Nakoda Group of Industries Limited,Consumer Defensive,Packaged Foods,INE236Y01012,None,41.11,-1.04,44.51,5.81,0.0,0.0,19.18,-1.98,0.0,0.0,0.0,-6.57,7.8,-15.41,-4.81,12,31,10,12
NGLFINE,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers - General,INE887E01022,None,909.47,34.3,381.69,182.8,42.92,0.0,457.16,34.3,0.0,0.0,0.0,5.54,6.44,7.75,3.39,18,57,18,17
NH,Narayana Hrudayalaya Ltd.,Healthcare,Medical Care Facilities,INE410P01011,None,36180.21,1311.84,5683.98,2451.95,46.09,0.0,178.55,38.65,0.0,0.0,0.0,13.82,16.76,24.25,9.68,15,43,15,15
NHPC,NHPC Limited,Utilities,Utilities - Renewable,INE848E01016,None,86849.37,5658.68,10914.87,9611.61,32.5,0.0,39.49,2.66,0.0,0.0,0.0,27.94,42.5,7.67,2.87,24,52,24,24
NIACL,The New India Assurance Company Limited,Financial Services,Insurance - Diversified,INE470Y01017,None,31875.64,1207.49,44842.07,5611.43,26.54,0.0,268.96,7.27,0.0,1.8,0.93,2.67,3.03,2.31,0.66,13,31,13,13
NIBE,Nibe Limited,Industrials,Conglomerates,None,None,2688.78,47.91,546.9,89.4,87.5,0.0,155.27,21.16,0.0,0.0,0.0,5.48,1.58,0.0,0.0,4,4,4,4
NIBL,NRB Industrial Bearings Limited,Industrials,Tools & Accessories,INE047O01014,None,68.06,-7.32,67.87,37.53,3.16,0.0,-36.24,8.9,0.0,0.0,0.0,31.79,-19.12,0.0,-9.96,16,49,16,15
NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services,INE161A01038,None,1443.84,-2.94,359.23,200.89,33.02,0.0,79.65,3.21,0.0,0.0,0.0,11.9,-19.64,4.66,-1.06,21,49,21,21
NIITMTS,NIIT LEARNING SYSTEMS LTD,Consumer Defensive,Education & Training Services,INE342G01023,None,4586.74,399.52,1697.39,893.09,21.07,0.0,88.92,15.41,0.0,0.0,0.0,12.77,16.02,20.8,10.02,11,14,11,11
NILAINFRA,Nila Infrastructures Limited,Real Estate,Real Estate - Development,INE937C01029,None,396.24,26.66,298.16,39.93,17.89,0.0,4.17,0.56,0.0,0.0,0.0,7.45,9.08,13.31,1.51,20,46,20,20
NILASPACES,Nila Spaces Limited,Real Estate,Real Estate - Development,INE00S901012,None,738.15,39.77,145.53,55.58,40.74,0.0,3.61,0.46,0.0,0.0,0.0,12.36,26.38,10.88,6.49,12,29,12,12
NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE310A01015,None,2338.06,258.38,3453.19,1452.26,22.6,0.0,996.61,69.32,0.0,0.0,0.0,2.99,2.76,7.37,4.29,21,41,21,21
NIPPOBATRY,Indo-National Limited,Industrials,Electrical Equipment & Parts,INE567A01028,None,342.44,-8.32,465.75,172.75,0.0,0.0,675.31,-11.72,0.0,0.0,0.0,-1.89,10.69,32.76,-3.36,20,47,20,20
NIRAJ,Niraj Cement Structurals Limited,Industrials,Engineering & Construction,INE368I01016,None,276.92,22.61,519.08,28.2,13.02,0.0,38.58,3.47,0.0,0.0,0.0,2.94,1.41,7.65,4.19,21,56,21,20
NIRAJISPAT,Niraj Ispat Industries Limited,Consumer Cyclical,Apparel Manufacturing,INE326T01011,None,16.6,0.0,0.0,0.0,13.88,0.0,0.0,19.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,53,16,16
NITCO,Nitco Limited,Industrials,Building Products & Equipment,INE858F01012,None,2587.23,44.72,410.05,158.65,0.0,0.0,13.83,-66.67,0.0,0.0,0.0,-158.54,32.52,-318.27,-3.52,20,44,20,20
NITINSPIN,Nitin Spinners Limited,Consumer Cyclical,Textile Manufacturing,INE229H01012,None,1742.54,471.12,3296.0,913.75,10.0,0.0,233.29,31.01,0.0,0.0,0.0,5.29,9.38,14.28,7.43,20,55,20,20
NITIRAJ,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments,INE439T01012,None,207.02,12.2,82.78,42.04,42.88,0.0,74.6,4.71,0.0,0.0,0.0,7.44,-4.06,5.95,4.65,14,36,14,14
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Insurance - Life,None,None,15289.14,210.42,5516.73,1455.63,69.7,0.0,20.72,1.2,0.0,0.0,0.0,3.87,12.03,6.32,1.42,4,3,4,4
NKIND,NK Industries Limited,Consumer Defensive,Household & Personal Products,INE542C01019,None,44.7,-2.84,15.7,15.7,0.0,0.0,-579.35,-7.21,0.0,0.0,0.0,-27.62,-26.58,0.0,-0.14,19,55,19,19
NLCINDIA,NLC India Limited,Utilities,Utilities - Regulated Electric,INE589A01014,None,39297.28,4604.53,15730.4,13246.09,13.58,0.0,131.31,20.87,0.0,3.0,1.05,18.18,10.34,13.14,3.28,21,52,21,21
NMDC,NMDC Limited,Basic Materials,Steel,INE584A01023,None,66896.93,8231.34,25230.19,13250.56,10.23,0.0,33.78,7.44,0.0,3.3,4.34,25.92,35.17,23.58,12.6,24,64,25,24
NOCIL,NOCIL Limited,Basic Materials,Specialty Chemicals,INE163A01018,None,3088.62,117.14,1356.74,582.88,33.26,0.0,105.51,5.56,0.0,0.0,0.0,6.86,5.03,5.94,2.53,21,40,21,21
NOIDATOLL,Noida Toll Bridge Company Limited,Industrials,Infrastructure Operations,INE781B01015,None,70.94,20.06,40.76,18.01,0.0,0.0,-2.15,-12.6,0.0,0.0,0.0,0.0,33.97,-296.55,-4.1,21,54,21,21
NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,Farm Products,INE369C01017,None,79.27,1.73,7.6,8.18,2550.0,0.0,13.89,0.02,0.0,0.0,0.0,0.94,40.47,-1.2,2.17,17,55,17,17
NORTHARC,Northern Arc Capital Ltd,Financial Services,Credit Services,INE850M01015,None,4589.68,0.0,1075.84,797.24,15.17,0.0,212.81,18.11,0.0,0.0,0.0,26.85,36.19,14.48,3.01,4,4,4,4
NOVAAGRI,Nova Agritech Ltd.,Basic Materials,Agricultural Inputs,INE02H701025,None,418.04,42.07,298.97,90.94,16.26,0.0,24.58,2.85,0.0,0.0,0.0,8.83,10.59,13.28,8.06,8,13,8,8
NPST,NPST,Technology,Software - Application,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,14,7,7
NRAIL,N R Agarwal Industries Limited,Basic Materials,Paper & Paper Products,INE740D01017,None,688.64,107.0,1764.2,366.34,22.25,0.0,455.48,18.09,0.0,0.0,0.0,1.75,-0.08,2.3,1.7,20,53,20,20
NRBBEARING,NRB Bearing Limited,Consumer Cyclical,Auto Parts,INE349A01021,None,2717.23,207.93,1219.37,741.41,31.36,0.0,92.7,8.94,0.0,0.0,0.0,7.1,12.4,14.13,6.72,21,39,21,21
NRL,Nupur Recyclers Limited,Industrials,Waste Management,INE0JM501013,None,481.2,15.11,173.69,22.03,35.19,0.0,17.16,1.98,0.0,0.0,0.0,7.78,7.15,14.95,6.76,7,18,7,7
NSIL,Nalwa Sons Investments Limited,Financial Services,Asset Management,INE023A01030,None,3974.36,99.8,122.67,102.57,92.97,0.0,33546.94,83.23,0.0,0.0,0.0,35.33,88.31,0.31,0.4,21,40,21,21
NSLNISP,NMDC Steel Limited,Basic Materials,Steel,INE0NNS01018,None,13289.46,-864.03,9845.36,2071.33,0.0,0.0,44.75,-6.14,0.0,0.0,0.0,-18.29,4.45,-16.6,-5.85,8,12,8,8
NTPC,NTPC Limited,Utilities,Utilities - Regulated Electric,INE733E01010,None,328716.96,52698.55,186674.54,82581.77,18.55,0.0,189.85,18.22,0.0,0.0,0.0,12.84,16.98,13.45,4.57,21,46,21,21
NUCLEUS,Nucleus Software Exports Limited,Technology,Software - Application,INE096B01018,None,2644.51,170.22,854.58,307.4,15.82,0.0,309.29,63.51,0.0,0.0,0.0,19.66,14.05,20.48,8.47,21,55,21,21
NURECA,Nureca Limited,Healthcare,Medical Devices,INE0DSF01015,None,232.84,-7.05,123.57,45.49,0.0,0.0,194.28,0.0,0.0,0.0,0.0,0.0,-3.2,0.44,-2.97,9,22,9,9
NUVAMA,Nuvama Wealth,Financial Services,Asset Management,INE531F01015,None,25338.74,0.0,3450.39,3143.68,25.24,0.0,971.98,278.38,0.0,132.0,1.9,29.83,39.34,30.82,4.04,5,14,5,5
NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials,INE118D01016,None,15307.71,1382.18,10592.89,6458.7,100.85,0.0,252.06,4.25,0.0,0.0,0.0,1.44,10.58,0.24,1.71,10,33,10,10
NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail,INE388Y01029,None,73925.24,327.69,8358.65,3682.69,891.24,0.0,4.55,0.29,0.0,0.0,0.0,0.95,2.99,5.49,3.52,7,21,7,7
OAL,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals,INE959C01023,None,1104.85,84.78,938.01,233.72,46.3,0.0,197.0,7.09,0.0,0.0,0.0,2.54,4.6,5.3,4.09,20,49,20,20
OBCL,Orissa Bengal Carrier Limited,Industrials,Trucking,INE426Z01016,None,117.81,15.7,348.65,18.59,36.76,0.0,43.82,1.51,0.0,0.0,0.0,0.91,4.65,2.55,3.39,13,33,13,13
OBEROIRLTY,Oberoi Realty Limited,Real Estate,Real Estate - Development,INE093I01010,None,59512.64,2806.45,4868.66,3156.43,28.82,0.0,431.92,56.78,0.0,8.0,0.49,42.36,49.49,15.06,8.89,20,57,20,20
OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure,INE881D01027,None,81133.25,3051.8,6957.6,3645.8,33.9,0.0,777.02,275.31,0.0,265.0,2.91,34.56,44.74,32.92,18.73,21,51,21,21
OIL,Oil India Limited,Energy,Oil & Gas Integrated,INE274J01014,None,68716.05,11407.46,32320.93,17012.45,10.47,0.0,305.8,40.34,0.0,0.0,0.0,20.3,21.74,13.12,5.66,22,39,22,22
OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil & Gas Equipment & Services,INE591A01010,None,391.11,41.64,122.47,89.36,0.0,0.0,51.59,-6.5,0.0,0.0,0.0,-25.2,-34.8,-14.95,-4.09,20,53,20,20
OLAELEC,Ola Electric Mobility Ltd,Consumer Cyclical,Auto Manufacturers,INE0LXG01040,None,21748.5,-1716.93,3698.0,717.0,0.0,0.0,11.65,-5.63,0.0,0.0,0.0,-63.74,-48.55,-63.56,-15.32,5,9,5,5
OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery,INE260D01016,None,12825.94,263.98,1835.18,465.11,89.29,0.0,127.9,17.22,0.0,0.0,0.0,7.68,10.84,14.14,7.42,20,56,20,20
